Transcript,Half_Life
YJL088W,0.21338603872197043
YLR060W,0.13809073088025592
YFL022C,0.13615277786965435
YPR047W,0.12733863952633184
YGR240C,1.22001998511639
YMR205C,0.13552609212605338
YMR035W,0.13806480038947522
YMR150C,0.2888126110997168
YLR163C,0.13565875394329835
YHR024C,0.212326752848711
YGR270W,0.13599526465254563
YDL020C,0.1238572299080698
YDR069C,0.21299109876698402
YDL040C,0.13551748145708536
YHR013C,0.2124819889089214
YAL038W,0.3127996393169057
YOR347C,98.79679385480974
YER178W,0.1354133935860285
YBR221C,0.13561408857195217
YNL071W,0.1365743187646073
YGR193C,0.13521690247896706
YIL126W,0.2117136978119198
YLR357W,0.1360859370651087
YKR008W,0.13556408456740818
YLR321C,0.2888126110997168
YOR213C,0.21245755454628523
YFR037C,0.13546827179735893
YGR056W,0.13739459753743105
YCR052W,0.21228575429715218
YDR052C,0.13650295351713823
YDL017W,0.2122607472843846
YJL194W,0.13709997304894567
YIL009C-A,0.21235183999687768
YLR318W,0.13566673217450737
YLR233C,0.2128890712306728
YKL141W,0.135463993893287
YLL041C,0.1256809014035843
YDR178W,0.1347206696804412
YKL148C,0.1351875407524294
YDR529C,0.41371570355518195
YJL166W,0.13606092755351268
YHR001W-A,0.13666525624490045
YBL045C,0.13716218807403124
YFR033C,0.1363242284552823
YPR191W,0.13605126218383534
YOR065W,0.13573475847237335
YGR183C,0.2126392694423049
Q0105,0.2888126110997168
YGL187C,0.21238518607205115
YLR038C,0.1356553591605516
YMR256C,0.13701441269107179
YGL191W,0.1351124494290658
YDL067C,0.21184253797378377
YHR051W,0.09952981113193984
YLR395C,0.136631839368842
Q0275,0.2888126110997168
YNL052W,0.2888126110997168
Q0045,0.21260452676323738
YJR121W,0.13596256900062106
YBL099W,0.13705279873216752
YBR039W,0.13547064125531355
YDL004W,0.13598112382128613
Q0130,0.1358058354958589
YPL271W,0.13557852087197975
YLR295C,0.13560422250814205
YPR020W,0.21249020878361774
YDR377W,0.4160148610401369
YDR298C,0.13582445072508445
YPL078C,0.13647130285581077
Q0080,0.2125276858427777
YKL016C,0.13785616163780806
YDL181W,0.13532750767123666
Q0085,0.2125888725028348
YGR207C,0.1360638781077595
YGR180C,0.13533741893255985
YJL026W,0.13592173054573037
YER070W,0.13723697671739535
YIL066C,0.13706072902967342
YJL209W,0.21311054312390987
YHL038C,0.1372910226421901
YBR188C,0.1361153227916334
YDR473C,0.21166510148691187
YDR194C,0.13571229269300691
YOR334W,0.13589072980804184
YDL044C,0.13725713807482653
YPR134W,0.21267783695360565
Q0120,0.13534431390324708
YLR382C,0.2888126110997168
YIR021W,0.21252257942175112
YKR052C,0.13649211893973706
YML008C,0.13503569385175118
YJR090C,0.13636201306878565
YIL046W,0.21359315352442046
YER133W,0.13568354072302996
YDR028C,0.21200781682032283
YKL193C,0.2888126110997168
YMR311C,0.13607983851226335
YOR178C,0.28881330294214946
YER054C,0.2665324053935688
YGL115W,0.1359646867228336
YJL089W,0.4438804844162202
YER027C,0.21217987296628804
YDR477W,0.13596734349246342
YDR422C,0.13574765182624535
YGL208W,0.13702285765404926
YBL016W,0.21267514961184758
YDL159W,0.2129006646091774
YDR103W,0.1366964880901
YLR362W,0.1375524259126484
YGR040W,0.21253728039723896
YGR098C,0.1357656012347021
YDR113C,0.21312528174608456
YGR113W,0.21335875613713917
YGL061C,0.135886531911864
YAL047C,0.2126294146745243
YBR109C,0.135989387343616
YOR257W,0.2888126110997168
YMR117C,0.2888126110997168
YOR373W,0.13702158273220977
YNL225C,0.21244412997937018
YDR356W,0.21257222762379668
YNL188W,0.2888126110997168
YKL042W,0.1364124774046936
YGL093W,0.13650534798072925
YPL255W,0.2130272830830236
YER018C,0.13552601789913793
YBR211C,0.1375011765761242
YDR201W,0.09968254544220381
YMR065W,0.3408137226085993
YIL144W,0.21322425072565115
YOL069W,0.2125534300438307
YKR037C,0.1356564240014432
YOR142W,0.21224581108789675
YGR244C,0.13576505006580308
YIL072W,0.48972788130625605
YDR285W,0.21219632350017284
YNR045W,0.13599445229125504
YMR282C,0.2888126110997168
YLR067C,0.20633899587212495
YER153C,0.2124862988070243
YLR203C,0.13566894534529134
YMR257C,0.1365344909553611
YMR064W,0.21265102979127282
YBL080C,0.13747880849979144
Q0140,0.2045760190207727
YNL137C,0.13600454836038284
YCR046C,0.21279653195499215
YJL148W,0.21294253042204114
YJR063W,0.2120691996801557
YNL248C,0.136560216486789
YPR010C,0.1372800566965371
YOR341W,0.13646207098697274
YOR340C,0.13615642466686156
YPR056W,0.21364436465214265
YOR116C,0.13506852615489298
YNL151C,0.13733188504260707
YNR003C,0.13592759842887284
YOR207C,0.17658128286316174
YKL144C,0.2124182865121267
YPR190C,0.21281996674480647
YPR186C,0.13747436792480222
YGR246C,0.13692026637772964
YAL001C,0.1363502716158023
YOR110W,0.5174314167239855
YGR047C,0.13656762425466507
YBR123C,0.1360731686970078
YDR362C,0.21243586292109867
YOR358W,0.13781005938909943
YKL109W,5.624630869277776
YBL021C,0.2888126110997168
YGL237C,0.1363465220279576
YPL228W,0.13668457219973656
YGL130W,0.13663716554661448
YML043C,0.13732268251886362
YBL014C,0.2888126110997168
YJL025W,0.1355071413719383
YLR141W,0.2888126110997168
YMR270C,0.2127402918146672
YBL025W,0.21255681578145147
YPL086C,0.1354160608902908
YKL058W,0.13624369500973696
YOR194C,0.1356954850533023
YPR086W,0.2124469269922819
YKL028W,0.13678125420388104
YKR062W,0.13744918037517456
YGR186W,0.2121195662074799
YGR005C,0.2888126110997168
YER019C-A,0.21213455989173674
YJL002C,0.1357948310158762
YEL002C,0.26839762797247957
YOR103C,0.135721026544332
YDL232W,1.2605335500669923
YMR149W,0.13641237309876758
YGL022W,0.13527543711789847
YOR085W,0.13572388780814243
YGL226C-A,0.1353989167917413
YML019W,0.1364941135903221
YML055W,0.136274516908413
YJR010C-A,0.13602388298978588
YIR022W,0.13556280552099503
YDL092W,0.13563128483501732
YKL122C,0.2124580162016621
YPL210C,0.1359732684209634
YPL243W,0.13679750573712865
YPR088C,0.13595388451304571
YML105C,0.13533563446281277
YKL154W,0.1370281983357487
YDR292C,0.1361012686097215
YLR288C,0.14011759957330347
YPL194W,0.137093722158514
YPR025C,0.21222278338005113
YDL108W,0.21226540871897748
YML112W,0.21226336006891094
YJL006C,0.21263900830758642
YKL139W,0.13538792620158396
YML104C,1.3339040056623392
YLR314C,0.13553246655413723
YJR076C,0.1372492241446859
YDL225W,0.21245713683776868
YCR002C,0.13755546963082257
YDR218C,0.13757203549015523
YHR107C,0.1354421115418687
YGR059W,1.029908320658897
YFL039C,0.12744925204604735
YLL050C,0.6497855784703608
YHR179W,0.13536490682294794
YIL138C,0.136060409689881
YNL079C,0.21388986772437169
YOR122C,0.13552063743281947
YKL007W,0.13606695987281797
YNL138W,0.1352084172469596
YDL178W,0.21229187381972292
YDR129C,0.10016447483439311
YLR429W,0.13579196702909652
YIL034C,0.13709945954581676
YBR234C,0.13543800203614836
YDR388W,0.135116010702032
YCL040W,2.6742100386923795
YCR088W,0.13659694937186473
YMR092C,1.7165657162195154
YBL007C,0.1355440102922377
YNL243W,0.1350465661157245
YIR006C,0.212083744363462
YGR080W,0.21258337592190565
YBR200W,0.21250201641405406
YOR181W,0.13656311335147053
YDL029W,0.13520579339193017
YAL029C,0.1363321871799847
YOR326W,0.12239265583351878
YMR109W,0.13508848611610116
YBR172C,0.2131668408249371
YHR023W,0.136849401954825
YKL129C,0.1356054890784053
YKL079W,0.13551074130684748
YFL037W,0.13567037843234037
YML085C,0.13527154194951707
YML124C,0.13709096767411513
YLR212C,0.13597593084949894
YOR265W,0.13545087496039632
YJL042W,0.4072267530764392
YOR272W,0.13618549909120914
YPL241C,0.21271594471099237
YOR058C,0.13612819454231279
YMR138W,0.2888126110997168
YBL078C,0.21186463984814777
YNL223W,0.2888126110997168
YLR175W,0.13642164800062923
YNL126W,0.21326937196952317
YBL034C,0.2128594186892645
YLR045C,0.2274936265914898
YCL029C,0.2122337240795481
YEL061C,0.21285958176613123
YHR156C,0.13669125052117595
YGL005C,0.13686775527522171
YBL063W,0.2888126110997168
YGL216W,0.13762581500996926
YPL155C,0.13771147154403385
YPR141C,0.2362363735113584
YMR198W,0.13540337407351305
YDR424C,0.13537388024075417
YDR488C,0.13731653013407233
YKR054C,0.2119986712039486
YPL174C,715283712542700.6
YMR294W,0.13632156738077444
YHR129C,0.1355844106413513
YJR045C,0.13539324147311937
YKL019W,0.21263516569591523
YFL018C,0.1373606528340981
YDR176W,0.13575438383865582
YGR252W,0.21202813668056947
YOL148C,0.21284515569055984
YPL254W,0.1367112742907562
YHR099W,0.13485113526770676
YLR055C,0.1357715575366731
YBR081C,0.1358760389697612
YDR392W,0.1368130288761743
YMR236W,0.13579127846339667
YDR145W,0.13595001923121583
YDR167W,0.21231821912168064
YBR198C,0.1362841066722537
YGL112C,0.13617353344799832
YOR244W,0.13633073571024434
YOL004W,0.1353049103466755
YLR170C,0.13598095595021248
YPR029C,0.13636429652585907
YPL259C,0.13586787480637152
YKL135C,0.13591914704090313
YJR058C,0.2123109951062066
YJR005W,0.13708588262076055
YOL062C,0.2127895025706926
YBL037W,0.13550959751161834
YPL195W,0.1349648628976954
YGR261C,0.13589357092441923
YBR288C,0.1358829523910703
YJL024C,0.135928651762867
YHL019C,0.13611496693935302
YDL192W,0.13734457665110572
YPL010W,0.13665554391022494
YFR051C,0.13522147332856677
YDR238C,0.13536333749699625
YGL137W,0.13587887405592167
YDL145C,0.1353878684521226
YIL076W,0.13577971128027655
YNL287W,0.1367842589168765
YPL218W,0.21231794353644778
YGL200C,0.13549812588323498
YML012W,0.13711186918349477
YPL085W,0.13556083828836923
YPR181C,0.13578237326137194
YDL195W,0.21213908703093562
YIL109C,0.13545427770448992
YLR208W,0.1360773773555867
YJL154C,0.13501628223453663
YHR012W,0.1360729262718258
YJL053W,0.21258360586227015
YOR069W,0.136411598483203
YOR132W,0.12405240856037747
YDR170C,0.13568310985127352
YMR183C,0.1362982031673853
YDR468C,0.13625185459967556
YPL232W,0.1360251323316471
YOR075W,0.13632807827892657
YLR026C,0.13702321852821842
YDR498C,0.2123433525745577
YOR036W,0.13608822041149124
YOR106W,0.2888126110997168
YGL212W,0.2125487287788735
YLR268W,0.13686447381830513
YLR078C,0.2119687982030078
YOR327C,0.21255225679214396
YHL031C,0.13776563924375743
YAL030W,0.13521869282306814
YIL004C,0.13592586224401249
YMR197C,0.13555237073748433
YLR093C,0.1361300275675687
YJR060W,0.13608156857354037
YDR328C,0.13560689500532183
YJR089W,0.13813758686704658
YJL054W,0.1361102012302334
YBR091C,0.2140692394471312
YHR005C-A,0.13563469777842402
YJL143W,0.31160081155346975
YNR017W,0.21245283629002704
YIL022W,0.1359868779738092
YJL041W,0.4161283753567413
YMR089C,0.1370528453915413
YER017C,0.21247848014844178
YBL022C,0.13568316926890306
YPR024W,0.1362189293042879
YGR253C,0.13638554322927854
YOL038W,0.13559830603828676
YGL011C,0.1363216633149442
YGR135W,0.13627422742987502
YBL041W,0.13516143274196404
YER012W,0.13580066296684357
YPR103W,0.2123407941916361
YJL001W,0.13585149945501396
YFR050C,0.13593192580213403
YMR314W,0.13610296782506143
YOR362C,0.1376794886259553
YOR157C,0.13590029502392442
YML092C,0.1363426162160279
YBR173C,0.13508786779766369
YER094C,0.2888126110997168
YOR261C,0.13552342021776942
YFR052W,0.13613234055649576
YDL097C,0.13620745036606569
YDL147W,0.13613226091176794
YDR427W,0.13613791928170738
YER021W,0.1356002791118085
YKL145W,0.13668731800581424
YPR108W,0.13602237643510057
YOR259C,0.1356814018645822
YGR232W,0.13576522236885086
YDL007W,0.1359712419508715
YOR117W,0.13633849119762226
YGL048C,0.13540814870800882
YIL075C,0.13691322621408275
YHR200W,0.13538226802162928
YDR394W,0.13705463092620868
YHR027C,0.13604696787870407
YFR004W,0.13593573968406739
YPR034W,0.2127559981364413
YML065W,0.13554276907232318
YLL004W,0.21249353618572003
YNL261W,0.13483866602650108
YPR162C,0.13561832916764383
YHR118C,0.21204788351935083
YBR060C,0.21208029294310524
YEL032W,0.13587229278572655
YLR103C,0.2888126110997168
YGL201C,0.13578372919456938
YPR019W,0.13505416647866553
YLR274W,0.21230191945642773
YBR202W,0.212904347129319
YBL023C,0.13586052406233795
YNL262W,0.13609179512766745
YBR278W,0.13739189636208388
YPR175W,0.2120425537943877
YJR043C,0.212059679609218
YJR006W,0.13669180050081126
YDL102W,1.2629176468423908
YBR088C,0.21306304399730439
YPL167C,0.13769283532239268
YIL139C,0.2888126110997168
YKL113C,0.2888126110997168
YMR234W,0.8370229004092593
YNL088W,0.1353453109422776
YOL006C,0.13576559626481147
YJL173C,0.13723250842522378
YAR007C,0.13699641823197778
YNL312W,0.2123440898759083
YBR087W,0.21248514798719834
YJR068W,0.1361293505731142
YOL094C,0.21246854765820905
YNL290W,0.13612607437261964
YOR217W,0.13514616241918787
YHR164C,0.1356164251401774
YER176W,0.1355636986842178
YDL164C,0.1359875592171617
YNL102W,0.1349841466239547
YIR008C,0.2888126110997168
YKL045W,0.135497116142763
YBL035C,0.21273584643524848
YCR014C,0.11905220316848017
YOR330C,0.13577621578971472
YOL123W,0.1358516419643181
YOR250C,0.1360215843310444
YMR061W,0.2122327970725838
YGL044C,0.21242369034159841
YDR228C,0.1358432025956559
YDR301W,0.1357789332814707
YLR115W,0.1359037040497273
YLR277C,0.2888126110997168
YAL043C,0.10062478516644241
YJR093C,0.13729418158732354
YDL111C,0.21260366350140347
YGR195W,0.2888126110997168
YDR280W,0.2888126110997168
YHR069C,0.21265277668021612
YOL021C,0.13688972566461294
YCR035C,0.21257605637291863
YBL018C,0.13620161336475994
YAL033W,0.1350815205113064
YGR030C,0.21297581688703227
YBR167C,7218.00502015419
YHR062C,0.13590161916368187
YBR257W,0.13884216892155535
YNL282W,0.137193785786936
YLR197W,0.13661118961970892
YOR310C,0.1368359126051893
YDL014W,0.13557434768419013
YIR015W,0.2129910413358776
YDL069C,0.2126604883070592
YDR197W,0.2888126110997168
YGL120C,0.13620447549177614
YNR011C,0.21211619063592255
YPL178W,0.13748371429597236
YBR142W,0.13641123214866188
YOR148C,0.2134370195437615
YLR147C,0.2888126110997168
YGR075C,0.13489889141856734
YMR125W,0.2888126110997168
YER112W,0.13627466980469138
YOR159C,0.21244578988845936
YGR074W,0.2888126110997168
YER172C,0.13507772487353978
YLR298C,0.2120977115783739
YDR243C,0.13518777133144302
YER013W,0.21224650028399145
YPR057W,0.21180153222503673
YHR165C,0.21292914014664333
YBL074C,0.21215930198279392
YBR055C,0.21210192467147265
YML046W,0.21286674157782692
YGR091W,0.1368268891952323
YKR086W,0.21178697087694798
YKL012W,0.2137019096058286
YDR364C,0.135609814851117
YDR088C,0.2888126110997168
YMR268C,0.13591824195087943
YBR152W,0.13567460243819468
YKL074C,0.1363562271079867
YKL078W,0.21234962653877143
YPR178W,1.215833698012402
YGR006W,0.13637622239893823
YIL061C,0.212322541235426
YBR237W,0.21275243510076655
YPR101W,0.2888126110997168
YLL036C,0.1366534292476197
YJL203W,0.2888126110997168
YDL030W,0.2888126110997168
YDL043C,0.21206047671238987
YHL034C,0.13578270478085924
YHR089C,0.13671833623041804
YDR432W,0.10033717301288503
YGR159C,0.13673174574961455
YLL008W,0.212233152845563
YOR048C,0.13629050033102513
YCR018C,0.13650360693665942
YMR239C,0.2888126110997168
YHR065C,0.13607078076981938
YLR223C,0.1354470283533506
YDR478W,0.1007523313406764
YMR302C,0.13580366556899098
YNL221C,0.2123896157424294
YNR052C,0.1377833140192013
YAR008W,0.2123395257239821
YLR375W,0.13575665401458317
YKL205W,0.2888126110997168
YDL048C,0.10147000472302488
YMR059W,0.13575528442714827
YDR463W,0.21235993707621728
YPL083C,0.13684291260494846
YOL102C,0.1354228577763066
YLR105C,0.2138309720005926
YJL087C,0.2121177366151374
YHR006W,0.13631055747347615
YMR287C,0.2133493233364411
YPL029W,0.21271419830711197
YBR120C,0.13654544727536538
YGR222W,0.13701041698606978
YMR023C,0.21256265922938522
YER165W,0.13606682985305774
YDR054C,0.13593703160686116
YDL132W,0.13624227469665323
YJR086W,0.21238806477897937
YHR005C,0.1357512485275547
YOR212W,0.13829750753388656
YHR172W,0.21173111469247916
YMR260C,0.21228974467651326
YEL034W,0.1228971924338557
YJR047C,0.13573755242557206
YPL237W,0.13594543668835168
YJR007W,0.13617234597770855
YER025W,0.1362676135514727
YOR260W,0.1361252891110195
YGR083C,0.09996612734716367
YDR211W,0.13580126754204952
YLR291C,0.2124035160519397
YKR026C,0.1356921158657115
YNL244C,0.13567874643506972
YDR429C,0.13636684368232224
YMR146C,0.1356833200490424
YMR309C,0.1356789986125414
YNL062C,0.13677963379378333
YBR079C,0.1357988474262326
YOR361C,0.13556751784795812
YKR059W,0.13603813040943658
YJL138C,0.13699933752034987
YPR163C,0.13638103492025483
YOL139C,0.13560552649915852
YOR276W,0.1363706568259663
YGL049C,0.2119427449357763
YGR162W,0.1360616752660121
YPR041W,0.1360499133080485
YBR118W,0.13578222838268222
YPR080W,0.13722439559186994
YAL003W,0.2888126110997168
YKL081W,0.13569029345870015
YPL048W,0.1359222688890167
YKR084C,0.13752022234456307
YDR385W,0.13607136393189165
YOR133W,0.12662921734731492
YLR249W,0.12728186898518049
YBR143C,0.13569894133805274
YDR172W,0.13656360554723135
YPL220W,0.13514441246010353
YGL135W,0.13519910415220182
YDR418W,0.12496242878012609
YLR029C,0.13752570440285572
YGR148C,0.13641832682217164
YGL147C,0.13544566065109132
YGL031C,0.13648217909282295
YDL184C,0.21236803888140446
YLR340W,0.1365942383255569
YMR242C,0.13549166793597212
YOR063W,0.13602890931944528
YKR094C,0.21260399144530454
YGR085C,0.13557649118610293
YEL054C,0.13629294942353581
YMR121C,0.13650431908280708
YLL045C,0.1362631123414952
YLR325C,0.13758866742212003
YDR382W,0.13592779778268765
YDR471W,0.1359923997456851
YPR102C,0.13536183115298733
YHL033C,0.13641282486621922
YKL180W,0.13754603024835466
YFR031C-A,0.13581601364519968
YPL131W,0.41615039649770535
YOL039W,0.13606551968293118
YKL006W,0.1949760615920107
YGL030W,0.1360516331252405
YIL018W,0.13572830762389765
YHL001W,0.13616407238048892
YJL177W,0.947314212121187
YLR061W,0.21235943884196545
YDL081C,0.13745121185576567
YOL120C,0.1362027236245213
YBL027W,55129.67165106998
YOL127W,0.13649256798417567
YBR191W,0.13630724824416662
YBR031W,0.1361398078176291
YNL067W,0.13648932443244724
YNL301C,0.13591767017819364
YHR010W,0.1357742575951466
YLR448W,0.20249988961385268
YLR185W,0.13575704278144402
YER117W,0.13596563517513882
YGR034W,0.13595674767696198
YIL133C,0.13551106605396065
YML073C,0.1361196824005385
YBR084C-A,0.13628719069537626
YOR312C,0.13781580961751416
YDR012W,0.13590921902044523
YDL191W,0.136472113402702
YNL069C,0.1374666313139496
YPL198W,0.13569388172895575
YIL052C,0.1359479899060284
YPL143W,0.13510396163986216
YNL162W,0.13554197583179065
YDL082W,0.13593994322127906
YIL148W,0.13560307609369426
YBL087C,0.1000930940463183
YOR234C,0.13580450975182895
YLR344W,0.13612304009868736
YDL136W,0.13635985292689654
YPL079W,0.13721610232955705
YER056C-A,0.1361038490887579
YHR141C,0.13695100800318855
YPR043W,0.21265611244414817
YMR142C,0.13557796402076672
YDL075W,0.13711166883772702
YGL103W,0.13577371590716808
YJL189W,0.1363715224914233
YMR194W,0.1355046204943439
YBL092W,0.2888126110997168
YJR094W-A,0.1357506427505305
YFL034C-A,0.13551783667142486
YDR500C,0.21246198101553482
YLR406C,0.13758904631292262
YER102W,0.13557370062983165
YLR167W,0.13629362277951895
YJR123W,0.13577980771198633
YHL015W,0.12375240901436754
YBL072C,0.13562979324211089
YGL189C,0.1359318889492816
YGL123W,0.13603605289388482
YER131W,0.1360505786926772
YGR027C,0.13582303447859456
YNL178W,0.2888126110997168
YLR333C,0.1358789379650334
YOL040C,0.13511047977653579
YMR116C,0.13580087533067028
YJL190C,0.13777816503264417
YGR118W,0.13676475578157518
YJR145C,0.13578607904934434
YHR203C,0.13567902900564383
YGR214W,0.13631840033592935
YOR096W,0.13682296027865914
YBR181C,0.13738492185279638
YNL096C,0.13598774557707372
YLR048W,0.13554912984099016
YML063W,0.12740509740736664
YDR447C,0.13602131864089761
YLR264W,0.1356533161587316
YIL069C,0.135733718207659
YLR367W,0.1356649786225494
YLR388W,0.3298293794018877
YPR132W,0.21234038762467566
YDR025W,0.13677215546039712
YER074W,0.13630440980238712
YOL121C,0.1363955044000108
YOR167C,0.21210893709973885
YBR189W,0.13577636313638736
YCR031C,0.13617691411677413
YOR293W,0.21215759565542464
YHR021C,0.13595268641225078
YDL061C,0.13557437812327056
YKR057W,0.13607225097930242
YOR369C,0.13699224121689188
YDR450W,0.13634277272643291
YOR182C,0.21241440118272886
YML024W,0.13548343647583955
YBR048W,0.13698103260216427
YMR143W,0.13604709910766857
YJL191W,0.13645802922330338
YDL083C,0.1358567514978754
YPL081W,0.13692253136606478
YML026C,0.1355198369786011
YPL090C,0.1358888209128336
YJL136C,0.21228990586405272
YKL156W,0.21233835491689587
YDR064W,0.13616241428567363
YMR230W,2100029.8597970093
YLR287C-A,0.13557388473792692
YNL302C,0.09993041157135059
YLR075W,0.13558213632184185
YGL023C,0.1372994827915435
YKL138C,0.2888126110997168
